_id,temperature,humidity,smoke,timestamp,device_id,smoke_detected,wildfire_detected,thresholds_exceeded,ir_temperature,potential_wildfire
680b05ee8d8b4c877ccd9b21,30.7,87,2241,2025-04-25T09:18:00+05:3,esp32_01,,,,33.86999,False
680b05f08d8b4c877ccd9b22,30.4,87,2235,2025-04-25T09:18:01+05:3,esp32_01,,,,33.83001,False
680b05f18d8b4c877ccd9b23,30.4,87,2235,2025-04-25T09:18:02+05:3,esp32_01,,,,33.83001,False
680b05f28d8b4c877ccd9b24,30.6,87,2234,2025-04-25T09:18:03+05:3,esp32_01,,,,33.91,False
680b05f38d8b4c877ccd9b25,30.6,87,2236,2025-04-25T09:18:04+05:3,esp32_01,,,,33.83001,False
680b05f48d8b4c877ccd9b26,30.6,86,2231,2025-04-25T09:18:05+05:3,esp32_01,,,,33.83001,False
680b05f58d8b4c877ccd9b27,30.6,86,2233,2025-04-25T09:18:06+05:3,esp32_01,,,,33.86999,False
680b05f68d8b4c877ccd9b28,30.2,87,2231,2025-04-25T09:18:07+05:3,esp32_01,,,,33.83001,False
680b05f78d8b4c877ccd9b29,30.2,87,2224,2025-04-25T09:18:09+05:3,esp32_01,,,,33.91,False
